Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed
BTC Pipeline-04/Switzerland,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_5,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Biodiversity, Other environmental, Water",,FALSE,FALSE,5/1/04,,,not_undertaken,,5/1/04,5/31/04,closed_without_outcome,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/04
BTC Pipeline-05/Rustavi City,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_6,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Displacement (physical and/or economic),,FALSE,FALSE,5/1/04,,,not_undertaken,,5/1/04,6/30/04,closed_without_outcome,Issues previously raised,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/04
BTC Pipeline-06/Bashkovi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,49,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/05
BTC Pipeline-07/Dgvari,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,50,Closed With Results Outside Process,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Due diligence, Other community health and safety issues, Property damage",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,2/1/05,closed_without_outcome,,,,not_undertaken,Addressed outside process,,,not_undertaken,Mechanism deemed involvement unnecessary,2/28/05
BTC Pipeline-08/Sagrasheni,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,51,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other community health and safety issues, Pollution, Property damage, Water",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,6/1/06,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06
BTC Pipeline-09/Tetritskaro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,52,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Pollution, Property damage, Water",,FALSE,FALSE,5/29/04,,,not_undertaken,,5/29/04,6/8/04,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/05
BTC Pipeline-10/Tetritskaro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,53,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Property damage",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,1/1/07,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Mechanism deemed involvement unnecessary,1/31/07
BTC Pipeline-11/Tsikhisjvari,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,54,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Property damage",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,6/1/06,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06
"BTC Pipeline-12/Tba, Tsemi, Sadgeri",BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,55,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Displacement (physical and/or economic), Livelihoods, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,5/28/04,,,not_undertaken,,5/28/04,5/1/04,closed_with_outcome,,10/18/04,11/18/04,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,10/28/04,1/28/05,closed_with_outcome,,1/31/05
BTC Pipeline-13/Tsalka,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,56,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other, Pollution, Property damage, Water",,FALSE,FALSE,7/22/04,,,not_undertaken,,7/22/04,8/2/04,closed_with_outcome,,11/24/04,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,5/31/05,closed_with_outcome,,5/31/05
BTC Pipeline-14/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,57,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Displacement (physical and/or economic), Property damage",,FALSE,FALSE,8/8/04,,,not_undertaken,,8/8/04,12/8/04,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,12/31/05,closed_with_outcome,,12/31/05
BTC Pipeline-15/Tetritsakro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,58,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other community health and safety issues, Pollution, Property damage",,FALSE,FALSE,12/1/04,,,not_undertaken,,12/1/04,2/8/05,closed_with_outcome,,,6/30/06,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06
BTC Pipeline-16/Tetritsakro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,59,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Property damage",,FALSE,FALSE,12/1/04,,,not_undertaken,,12/1/04,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/06
BTC Pipeline-17/Tadzrisi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,60,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Pollution, Property damage",,FALSE,FALSE,12/10/04,,,not_undertaken,,12/10/04,2/8/05,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,2/1/06,12/1/06,closed_with_outcome,,12/31/06
BTC Pipeline-18/Tetritsakro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,61,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other, Pollution, Property damage",,FALSE,FALSE,12/1/04,,,not_undertaken,,12/1/04,2/8/05,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06
BTC Pipeline-19/Atskuri Temple,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,62,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Cultural heritage, Property damage",,FALSE,FALSE,5/3/05,,,not_undertaken,,5/3/05,6/13/05,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06
BTC Pipeline-20/Atskuri,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,63,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Property damage,,FALSE,FALSE,5/3/05,,,not_undertaken,,5/3/05,6/13/05,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06
BTC Pipeline-21/Posof,BTC Pipeline,Turkey,IFC Compliance Advisor/Ombudsman,IFC/MIGA,64,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,6/21/05,,,not_undertaken,,6/21/05,,closed_with_outcome,,,,not_undertaken,Complaint withdrawn,,,not_undertaken,Complaint withdrawn,,,not_undertaken,Case closed in earlier stage,7/31/05
BTC Pipeline-22/Tsemi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,65,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Pollution, Water",,FALSE,FALSE,6/24/05,,,not_undertaken,,6/24/05,8/25/05,closed_with_outcome,,2/1/06,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,7/1/06,12/1/06,closed_with_outcome,,12/31/06
BTC Pipeline-23/Tsemi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,66,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Property damage,,FALSE,FALSE,6/24/05,,,not_undertaken,,6/24/05,8/25/05,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,12/31/06
BTC Pipeline-24/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_11,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Displacement (physical and/or economic),,FALSE,FALSE,8/1/05,,,not_undertaken,,8/1/05,9/30/05,closed_without_outcome,Addressed outside process,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/05
BTC Pipeline-25/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_12,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Displacement (physical and/or economic),,FALSE,FALSE,8/1/05,,,not_undertaken,,8/1/05,9/30/05,closed_without_outcome,Addressed outside process,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,9/30/05
BTC Pipeline-26/Krstanisi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,67,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Displacement (physical and/or economic), Other community health and safety issues, Pollution, Property damage, Water",,FALSE,FALSE,12/12/05,,,not_undertaken,,12/12/05,,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/07
BTC Pipeline-27/Tbilisi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,68,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Displacement (physical and/or economic),,FALSE,FALSE,6/15/06,,,not_undertaken,,6/15/06,,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/07
BTC Pipeline-28/Adana & Ceyhan,BTC Pipeline,Turkey,IFC Compliance Advisor/Ombudsman,IFC/MIGA,69,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Other environmental",,FALSE,FALSE,7/6/06,,,not_undertaken,,7/6/06,,closed_with_outcome,,9/1/06,12/1/06,closed_without_outcome,,,,not_undertaken,Mechanism unable to contact complainant,,,not_undertaken,Case closed in earlier stage,2/28/07
BTC Pipeline-29/Tsalka,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,70,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Displacement (physical and/or economic),,FALSE,FALSE,8/3/06,,,not_undertaken,,8/3/06,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,5/1/07,7/1/07,closed_with_outcome,,7/31/07
BTC Pipeline-30/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,71,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,8/20/07,,,not_undertaken,,8/20/07,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,6/1/09,10/1/09,closed_with_outcome,,10/31/09
BTC Pipeline-31/Naokhrebi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,72,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,2/28/08,,,not_undertaken,,2/28/08,3/5/08,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/08
BTC Pipeline-32/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,73,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,8/1/08,,,not_undertaken,,8/1/08,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,10/31/09,closed_with_outcome,,10/31/09
BTC Pipeline-33/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,173,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Property damage",,FALSE,FALSE,5/30/11,,,not_undertaken,,5/30/11,7/8/11,closed_with_outcome,,10/13/11,11/13/11,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,1/31/12,closed_with_outcome,,1/31/12
Baku - Tbilisi - Ceyhan Pipeline,Baku - Tbilisi - Ceyhan Pipeline,Georgia,OPIC Office of Accountability,Overseas Private Investment Corporation,baku-tbilisi-ceyhan-pipeline,Closed With Results,,Risk Guarantee,"Extractives (oil, gas, mining), Infrastructure","Due diligence, Pollution, Water",,TRUE,TRUE,3/1/06,3/1/06,,closed_with_outcome,,,5/22/06,closed_with_outcome,,,,not_undertaken,Not desired by complainant,12/1/06,10/1/07,closed_with_outcome,,10/19/07,11/19/10,closed_with_outcome,,11/30/10
Bank Alfalah-01/Saddar Karachi,Bank Alfalah-01/Saddar Karachi,Pakistan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,236,Closed Without Results,,Equity Investment,"Agribusiness, Other",Labor,,FALSE,FALSE,5/6/15,,,not_undertaken,,5/6/15,5/1/15,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/15
Bankers Petroleum-01/Patos,Bankers Petroleum-01/Patos,Albania,IFC Compliance Advisor/Ombudsman,IFC/MIGA,197,Active,,"Equity Investment, Project/investment lending","Extractives (oil, gas, mining)","Due diligence, Other community health and safety issues, Pollution, Property damage, Water",,FALSE,FALSE,3/13/13,,,not_undertaken,,3/13/13,3/1/13,closed_with_outcome,,8/1/13,,closed_with_outcome,,,,not_undertaken,,,,not_undertaken,,
Barrio Improvement- Program II Promeba II,Barrio Improvement- Program II Promeba II,Argentina,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-AR-2013-055,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/13,1/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Barro Blanco / 14-0002,Barro Blanco / 14-0002,Panama,FMO Independent Complaints Mechanism,Netherlands Development Finance Company,14-0002,Monitoring,,Project/investment lending,Energy,"Biodiversity, Consultation and disclosure, Cultural heritage, Displacement (physical and/or economic), Due diligence, Human rights, Indigenous peoples, Water",,TRUE,TRUE,5/5/14,5/5/14,,closed_with_outcome,,,6/17/14,closed_with_outcome,,,,not_undertaken,Not desired by complainant,6/17/14,5/17/15,closed_with_outcome,,5/29/15,,in_progress,,
Barro Blanco Hydroelectric,Barro Blanco Hydroelectric,Panama,EIB Complaints Mechanism,European Investment Bank,SG/E/2009/11,Closed Without Results,,Project/investment lending,Energy,"Human rights, Other environmental",,FALSE,FALSE,12/11/09,12/11/09,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Unknown,1/11/11,,in_progress,,5/19/11,8/31/10,closed_with_outcome,N/A,8/31/10
Bayport Colombia: Financial Inclusion for BOP Public Employees,Bayport Colombia: Financial Inclusion for BOP Public Employees,Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2015-0091,Closed Without Results,,Project/investment lending,"Community capacity and development, Other","Consultation and disclosure, Other",,FALSE,FALSE,3/7/15,3/7/15,8/7/15,closed_with_outcome,,8/7/15,10/31/15,closed_without_outcome,"Good faith requirement not met, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/15
Belgrade By-Pass,Belgrade By-Pass,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2011/11,Closed With Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Other retaliation (actual or feared)",,TRUE,TRUE,9/23/11,9/23/11,,closed_with_outcome,,,10/7/11,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,closed_with_outcome,,,,not_undertaken,Unknown,3/31/15
